,Name,Score,Review,Link,Addr,lat,lng
474,샛별제과,4.6,49,https://place.map.kakao.com/1488538685,"
서울 노원구 상계로9길 23 101호
(지번) 상계동 397-4
",37.6582057,127.0660962
475,화포식당 노원점,4.0,82,https://place.map.kakao.com/331097438,"
서울 노원구 상계로 72
(지번) 상계동 598-1
",37.6559951,127.062988
476,노원돈부리,4.4,60,https://place.map.kakao.com/709257368,"
서울 노원구 동일로 1343 동일프라자 101~103호
(지번) 상계동 763-7
",37.6484591,127.0619869
477,아웃백스테이크하우스 노원점,3.7,156,https://place.map.kakao.com/16997192,"
서울 노원구 동일로 1419
(지번) 상계동 711-12
",37.6552663,127.0598295
478,노원한우,3.3,158,https://place.map.kakao.com/1171557896,"
서울 노원구 동일로218길 35
(지번) 상계동 725-3
",37.6540491,127.0627858
479,썸머타이,4.2,45,https://place.map.kakao.com/89011711,"
서울 노원구 노해로75길 14-25 동신빌딩 1층
(지번) 상계동 707-3
",37.6547199,127.0587369
480,장천,3.5,129,https://place.map.kakao.com/229428334,"
서울 노원구 동일로217가길 11 2층 202호
(지번) 상계동 733-2
",37.6534006,127.0598701
481,엄마손칼국수,4.0,48,https://place.map.kakao.com/16051532,"
서울 노원구 상계로39길 5
(지번) 상계동 111-478
",37.6710563,127.0802156
482,커피베스코,4.4,33,https://place.map.kakao.com/17688746,"
서울 노원구 상계로 55 2층
(지번) 상계동 693-3
",37.6560102,127.0611427
483,제임스키친,4.2,56,https://place.map.kakao.com/17005666,"
서울 노원구 노해로81길 12-26 2층
(지번) 상계동 328-9
",37.6555741,127.0642104
484,VIPS DELIVERY 상계점,0.0,0,https://place.map.kakao.com/947650399,"
서울 노원구 상계로27길 12
(지번) 상계동 389-356
",37.659116,127.0706964
485,스윗레시피,3.3,121,https://place.map.kakao.com/231176219,"
서울 노원구 상계로1길 38 2층
(지번) 상계동 591-25
",37.6576842,127.0616951
486,옛날칼국수,2.5,85,https://place.map.kakao.com/8015984,"
서울 노원구 동일로 1417
(지번) 상계동 711-13
",37.6549923,127.0599384
487,노원왕곱창,2.1,60,https://place.map.kakao.com/26898894,"
서울 노원구 상계로 90 마블러스2 1층
(지번) 상계동 341-15
",37.6587754,127.0684857
488,시즌,4.0,138,https://place.map.kakao.com/985778800,"
서울 노원구 상계로3길 38-2 2층
(지번) 상계동 358-6
",37.6578283,127.0627077
489,노원목고기집,4.6,46,https://place.map.kakao.com/16056109,"
서울 노원구 상계로 96
(지번) 상계동 349-24
",37.65661,127.0655348
490,전민규의황제누룽지탕 노원직영점,3.1,20,https://place.map.kakao.com/9924087,"
서울 노원구 노해로77길 14-8 1~2층
(지번) 상계동 710-3
",37.6546907,127.0596237
491,비손샤브칼국수 수락산점,4.4,54,https://place.map.kakao.com/1012609060,"
서울 노원구 동일로 1660 2층 202호
(지번) 상계동 1132-35
",37.6765234,127.0556617
492,롤링파스타 노원역점,2.9,90,https://place.map.kakao.com/1165409110,"
서울 노원구 상계로 70 화랑빌딩 2층 1호
(지번) 상계동 598-2
",37.6557476,127.0622921
493,한우가,4.5,6,https://place.map.kakao.com/448912210,"
서울 노원구 노해로 517 굿모닝빌딩 1층
(지번) 상계동 323-16
",37.6548036,127.0570076
494,고집불통강곱창 노원점,4.3,58,https://place.map.kakao.com/14098947,"
서울 노원구 노해로83길 18-5
(지번) 상계동 341-8
",37.6560919,127.0645065
495,평양칼국수,3.2,31,https://place.map.kakao.com/9532967,"
서울 노원구 동일로 1652 1층
(지번) 상계동 1119-24
",37.6756997,127.0555338
496,중원,3.0,41,https://place.map.kakao.com/1382921458,"
서울 노원구 동일로242가길 36 1층
(지번) 상계동 1115-31
",37.6775039,127.0561401
497,홍익짬뽕 노원2호점,4.6,34,https://place.map.kakao.com/1365118901,"
서울 노원구 노해로83길 21
(지번) 상계동 340-6
",37.6561446,127.0641081
498,스타벅스 노원역점,2.9,29,https://place.map.kakao.com/19469879,"
서울 노원구 동일로 1413 남성빌딩 1층
(지번) 상계동 712
",37.6547199,127.0599868
499,예향정 노원점,3.5,30,https://place.map.kakao.com/140377526,"
서울 노원구 동일로217가길 31 청화빌딩 2층
(지번) 상계동 735-4
",37.6531212,127.0586134
500,일심해장국 상계점,3.5,207,https://place.map.kakao.com/20743795,"
서울 노원구 노원로34길 58
(지번) 상계동 430-22
",37.6613963,127.0658851
501,이규민달인보쌈집 본점,4.1,41,https://place.map.kakao.com/20018277,"
서울 노원구 동일로 1598 부흥빌딩 지하1층
(지번) 상계동 964-5
",37.6709957,127.0564034
502,현경양고기,4.4,67,https://place.map.kakao.com/1857841704,"
서울 노원구 상계로3길 21 202호
(지번) 상계동 593-1
",37.657176,127.0622614
503,독도게찜,3.7,76,https://place.map.kakao.com/432768483,"
서울 노원구 동일로242가길 50
(지번) 상계동 1131-37
",37.678088,127.0560556
504,스타벅스 노원마들역점,4.4,17,https://place.map.kakao.com/2080972721,"
서울 노원구 노원로 569 임광아파트상가
(지번) 상계동 694
",37.6607486,127.05714
505,쭈꾸미달인 노원직영점,3.2,187,https://place.map.kakao.com/26904390,"
서울 노원구 상계로 71-1 1층
(지번) 상계동 595
",37.6566014,127.0629736
506,스타벅스 상계초교사거리점,4.7,25,https://place.map.kakao.com/1800821127,"
서울 노원구 노원로 449
(지번) 상계동 372-16
",37.6460967,127.0712379
507,세컨플로어,4.0,55,https://place.map.kakao.com/470119969,"
서울 노원구 상계로1길 8 대유빌딩 2층 206호
(지번) 상계동 603-14
",37.6563587,127.0617644
508,맥도날드 상계DT점,3.7,12,https://place.map.kakao.com/26357904,"
서울 노원구 동일로 1612
(지번) 상계동 1022
",37.6723948,127.056223
509,몽실디저트,4.3,53,https://place.map.kakao.com/1513264138,"
서울 노원구 상계로 51 노원프라자빌딩 1층 105호
(지번) 상계동 693-1
",37.6559143,127.0608756
510,이자와 노원점,3.7,29,https://place.map.kakao.com/1965352886,"
서울 노원구 상계로 76 정암빌딩 2층 201호
(지번) 상계동 335
",37.6223628,127.0597933
511,사랑회수산,5.0,17,https://place.map.kakao.com/26539020,"
서울 노원구 상계로 104 1층
(지번) 상계동 369-5
",37.6567419,127.0662664
512,나승준함흥냉면,3.9,19,https://place.map.kakao.com/26792775,"
서울 노원구 상계로 97 위너스빌딩 1층 104호
(지번) 상계동 366-3
",37.6570226,127.0656429
513,피노키오냉면,3.8,64,https://place.map.kakao.com/13499443,"
서울 노원구 한글비석로 480 보람상가 2층
(지번) 상계동 639
",37.6646633,127.0655693
514,가양양꼬치,4.1,26,https://place.map.kakao.com/14879333,"
서울 노원구 노해로85길 1 2층
(지번) 상계동 323-29
",37.6561016,127.0653965
515,천하뼈다귀감자탕,2.2,29,https://place.map.kakao.com/10853199,"
서울 노원구 동일로 1595
(지번) 상계동 963-1
",37.67088030000001,127.0556697
516,일번지소한마리정육식당 노원본점,3.3,20,https://place.map.kakao.com/24793608,"
서울 노원구 상계로3길 32 1층
(지번) 상계동 592-5
",37.6575827,127.0626439
517,활어의전설 노원점,3.0,15,https://place.map.kakao.com/311184645,"
서울 노원구 노해로81길 12-33 1층
(지번) 상계동 332-4
",37.6557166,127.0636511
518,노원족발,3.3,21,https://place.map.kakao.com/23495499,"
서울 노원구 노해로85길 14
(지번) 상계동 324-4
",37.6560286,127.0652712
519,유정한우소곱창,1.3,34,https://place.map.kakao.com/25808164,"
서울 노원구 노해로85길 10-2
(지번) 상계동 323-9
",37.6557416,127.0653269
520,버거킹 노원역점,3.4,22,https://place.map.kakao.com/1922012169,"
서울 노원구 노해로 456 동방빌딩 1층
(지번) 상계동 734-5
",37.6535534,127.0587925
521,경성쭈꾸미,4.7,74,https://place.map.kakao.com/1541371104,"
서울 노원구 덕릉로 789 1층
(지번) 상계동 101-180
",37.6675532,127.0787388
522,상계동 원조닭갈비,4.2,25,https://place.map.kakao.com/1445990797,"
서울 노원구 한글비석로36길 65 1층
(지번) 상계동 140-138
",37.6641314,127.0725608
523,스타벅스 중계역점,3.3,20,https://place.map.kakao.com/20046343,"
서울 노원구 동일로 1339 대한빌딩
(지번) 상계동 763-3
",37.6481244,127.0621656
524,슈엔챠이 상계점,4.5,23,https://place.map.kakao.com/2102127599,"
서울 노원구 동일로 1335 2층
(지번) 상계동 763-4
",37.6479584,127.0622561
525,시골애 노원점,4.2,42,https://place.map.kakao.com/13122817,"
서울 노원구 상계로 64 가동 1층 1호
(지번) 상계동 617
",37.6555926,127.0623312
526,더메이즈 노원점,4.2,27,https://place.map.kakao.com/1161456883,"
서울 노원구 상계로5길 26 6층
(지번) 상계동 357-8
",37.6570766,127.0632419
527,곳,4.3,39,https://place.map.kakao.com/1250481954,"
서울 노원구 노해로85길 10-55
(지번) 상계동 330-29
",37.6558974,127.0657692
528,스시통 노원본점,2.3,77,https://place.map.kakao.com/26491619,"
서울 노원구 동일로 1417 삼양빌딩 2층
(지번) 상계동 711-13
",37.6549923,127.0599384
529,본가왕뼈감자탕 노원역점,3.7,47,https://place.map.kakao.com/1222953596,"
서울 노원구 상계로3길 28
(지번) 상계동 358-31
",37.6573474,127.0626321
530,투썸플레이스 노원문화의거리점,2.4,24,https://place.map.kakao.com/17757837,"
서울 노원구 상계로 69 2층
(지번) 상계동 593-14
",37.6563915,127.062643
531,영양센타 노원점,3.4,9,https://place.map.kakao.com/10642991,"
서울 노원구 동일로217가길 31 1층
(지번) 상계동 735-4
",37.6531212,127.0586134
532,닭갈비제작소 노원점,4.0,23,https://place.map.kakao.com/1254595213,"
서울 노원구 상계로3길 29 2층
(지번) 상계동 358-9
",37.6575156,127.0623614
533,마뇨떡볶이 노원역점,4.3,24,https://place.map.kakao.com/1698656854,"
서울 노원구 상계로 55 위성프라자 2층 201호
(지번) 상계동 693-3
",37.6560102,127.0611427
534,이자카야모리,2.0,32,https://place.map.kakao.com/2075548768,"
서울 노원구 노해로81길 12-15 2층
(지번) 상계동 616-1
",37.655781,127.0641648
535,스타벅스 노원KT점,3.7,18,https://place.map.kakao.com/18691127,"
서울 노원구 노해로 502
(지번) 상계동 723
",37.6543814,127.0636656
536,마들냉면,3.3,7,https://place.map.kakao.com/10363794,"
서울 노원구 한글비석로 474 보람상가2층 217호
(지번) 상계동 639-1
",37.6646633,127.0655693
537,잼재미골,3.7,25,https://place.map.kakao.com/903173867,"
서울 노원구 노해로79길 6-19
(지번) 상계동 617
",37.6555926,127.0623312
538,청와정,1.9,20,https://place.map.kakao.com/863895545,"
서울 노원구 동일로 1611
(지번) 상계동 1032-1
",37.67222170000001,127.0554158
539,영스넥,3.6,27,https://place.map.kakao.com/17079123,"
서울 노원구 상계로 51 노원프라자빌딩 지하1층
(지번) 상계동 693-1
",37.6559143,127.0608756
540,써브웨이 노원점,1.9,30,https://place.map.kakao.com/26321870,"
서울 노원구 노해로 502
(지번) 상계동 723
",37.6543814,127.0636656
541,신미방,3.9,12,https://place.map.kakao.com/628049731,"
서울 노원구 상계로 64
(지번) 상계동 617
",37.6555926,127.0623312
542,맥도날드 중계역점,2.4,14,https://place.map.kakao.com/8331701,"
서울 노원구 동일로 1341 장우빌딩 1층
(지번) 상계동 763-2
",37.6548036,127.0570076
543,라화쿵부 상계점,2.3,46,https://place.map.kakao.com/1944117785,"
서울 노원구 노해로 492 프린스빌딩 2층 203호
(지번) 상계동 724-2
",37.6543867,127.062681
544,송재만참치 수락산역점,4.7,34,https://place.map.kakao.com/16061317,"
서울 노원구 동일로242길 25 2층
(지번) 상계동 1120-31
",37.6754892,127.0569263
545,전주콩나물국밥,4.1,9,https://place.map.kakao.com/9386063,"
서울 노원구 노해로75길 14-26
(지번) 상계동 708-3
",37.6545423,127.058872
546,쭈꾸미달인 직영2호점,4.5,58,https://place.map.kakao.com/18657479,"
서울 노원구 상계로5길 3
(지번) 상계동 353-1
",37.6567642,127.0638464
547,봉평메밀막국수 직영점,3.3,11,https://place.map.kakao.com/21296190,"
서울 노원구 동일로242가길 14-8
(지번) 상계동 1119-16
",37.6763235,127.0560157
548,플로레스테이블,4.2,98,https://place.map.kakao.com/101891212,"
서울 노원구 상계로5길 12 3층
(지번) 상계동 1305
",37.6575352,127.0639274
549,데일리식탁,3.8,55,https://place.map.kakao.com/1213793385,"
서울 노원구 상계로 97-5
(지번) 상계동 366-15
",37.657186,127.0657859
550,카페멍스 노원점,4.5,6,https://place.map.kakao.com/552228863,"
서울 노원구 상계로5길 19 2층 201호
(지번) 상계동 354-11
",37.6569224,127.0635645
551,다미참치,5.0,29,https://place.map.kakao.com/1871306854,"
서울 노원구 동일로218길 17 2층
(지번) 상계동 726
",37.6538373,127.0617571
552,올드델리 노원점,3.7,32,https://place.map.kakao.com/11480937,"
서울 노원구 노해로85길 14 상계제일빌딩 2층
(지번) 상계동 324-4
",37.6560254,127.0652363
553,시골집,3.0,8,https://place.map.kakao.com/14526286,"
서울 노원구 동일로236길 11
(지번) 상계동 1025-34
",37.6736325,127.0561846
554,고전한방삼계탕 노원점,1.0,12,https://place.map.kakao.com/16328989,"
서울 노원구 노해로 517
(지번) 상계2동 323-16
",37.6556456,127.0653791
555,일차돌 노원점,3.0,57,https://place.map.kakao.com/1578507699,"
서울 노원구 노해로81길 12-21 1층
(지번) 상계동 332-8
",37.655781,127.0641648
556,태양부양꼬치 수락산점,3.9,82,https://place.map.kakao.com/54342051,"
서울 노원구 동일로239가길 22 2층
(지번) 상계동 1118-39
",37.6761185,127.0548336
557,이오냉면,2.1,42,https://place.map.kakao.com/12048553,"
서울 노원구 상계로1길 38-11
(지번) 상계동 591-3
",37.6579356,127.0620399
558,주가네서서갈비 본점,5.0,18,https://place.map.kakao.com/16051406,"
서울 노원구 노해로85길 22
(지번) 상계동 348-2
",37.6563599,127.065131
559,또와순두부수제비,3.0,33,https://place.map.kakao.com/16646116,"
서울 노원구 노해로85길 10-8
(지번) 상계동 323-32
",37.6558732,127.0655667
560,르다,4.7,73,https://place.map.kakao.com/1764989514,"
서울 노원구 상계로9길 28
(지번) 상계동 396-6
",37.6582329,127.0665605
561,비엔나커피하우스 노원역점,4.1,34,https://place.map.kakao.com/1366601562,"
서울 노원구 동일로 1417 1층
(지번) 상계동 711-13
",37.6549923,127.0599384
562,빛나는바다 수락산점,2.4,14,https://place.map.kakao.com/21574389,"
서울 노원구 동일로230가길 84
(지번) 상계동 1120-44
",37.6751769,127.056741
563,대머리곱창 노원점,2.7,30,https://place.map.kakao.com/16057023,"
서울 노원구 상계로1길 62-4
(지번) 상계동 581-55
",37.6587254,127.0616424
564,어장촌생선구이,4.0,8,https://place.map.kakao.com/20028584,"
서울 노원구 노해로75길 14-17
(지번) 상계동 707
",37.6546268,127.0582839
565,역전할머니맥주 서울노원역점,1.8,18,https://place.map.kakao.com/1648050966,"
서울 노원구 노해로81길 16 1층
(지번) 상계동 616-4
",37.6555573,127.0628801
566,신고집찜칼국수 상계점,5.0,2,https://place.map.kakao.com/827764719,"
서울 노원구 한글비석로 424
(지번) 상계동 169-77
",37.6621157,127.0701422
567,오케이크 노원점,5.0,9,https://place.map.kakao.com/1920877338,"
서울 노원구 상계로3길 16 동원빌딩 1층 103호
(지번) 상계동 593-2
",37.6569543,127.0624784
568,금강산 상계점,0.0,44,https://place.map.kakao.com/339865073,"
서울 노원구 동일로 1630 1층
(지번) 상계동 1025-24
",37.6739232,127.0557944
569,신화주꾸미,4.0,25,https://place.map.kakao.com/14527395,"
서울 노원구 동일로 1355 상계주공2단지 상가 1층
(지번) 상계동 746-5
",37.650402,127.057054
570,화덕피자주는부대찌개 노원점,3.1,24,https://place.map.kakao.com/26838989,"
서울 노원구 상계로 59 2층
(지번) 상계동 693-4
",37.6561445,127.061489
571,짚신매운갈비찜 노원점,2.1,29,https://place.map.kakao.com/16531943,"
서울 노원구 노해로85길 18
(지번) 상계동 341-2
",37.6562115,127.0651567
572,백두한우곱창전문 노원점,2.6,30,https://place.map.kakao.com/22675486,"
서울 노원구 상계로 92
(지번) 상계동 348-30
",37.6565174,127.0651007
573,하토상의술방,2.3,45,https://place.map.kakao.com/1332590568,"
서울 노원구 상계로3길 10 한일빌딩 2층
(지번) 상계동 593-3
",37.6566575,127.0625433
574,투썸플레이스 상계사거리점,2.3,5,https://place.map.kakao.com/1989237181,"
서울 노원구 동일로 1374 2층
(지번) 상계동 749
",37.6512657,127.0617521
575,야채곱창춘천집닭갈비,3.2,19,https://place.map.kakao.com/15349377,"
서울 노원구 동일로245길 1
(지번) 상계1동 1132-11
",37.6785455,127.0549071
576,시오코 노원점,3.1,18,https://place.map.kakao.com/20373658,"
서울 노원구 상계로5길 26 지하1층
(지번) 상계동 357-8
",37.6570766,127.0632419
577,미스터아구,2.6,17,https://place.map.kakao.com/9205614,"
서울 노원구 덕릉로 744
(지번) 상계동 95-180
",37.6638293,127.0765508
578,파라솔분식,3.8,22,https://place.map.kakao.com/16621788,"
서울 노원구 상계로1길 14-17 1층
(지번) 상계동 603-1
",37.6572666,127.0618636
579,커피나무 노원역점,3.3,6,https://place.map.kakao.com/919057129,"
서울 노원구 상계로1길 14-11
(지번) 상계동 603-2
",37.65701790000001,127.0617489
580,등촌샤브칼국수 노원점,4.7,53,https://place.map.kakao.com/360133586,"
서울 노원구 동일로218길 17 2층
(지번) 상계동 726-1
",37.6538373,127.0617571
581,커피빈 노원역점,4.2,10,https://place.map.kakao.com/1321281310,"
서울 노원구 노해로 490 길빌딩 2층
(지번) 상계동 724-1
",37.6543867,127.062431
582,타코비엔나,4.9,22,https://place.map.kakao.com/18723311,"
서울 노원구 상계로1길 38-11
(지번) 상계동 591-2
",37.6579356,127.0620399
583,대원집,3.0,17,https://place.map.kakao.com/16499980,"
서울 노원구 노해로85길 10-17
(지번) 상계동 323-1
",37.6561426,127.0660234
584,쉐이크쉑 노원점,3.7,72,https://place.map.kakao.com/1429439886,"
서울 노원구 동일로 1414 1층
(지번) 상계동 713
",37.6552101,127.0611517
585,북경,3.8,10,https://place.map.kakao.com/376023893,"
서울 노원구 동일로217가길 13 광일빌딩 2층 202호
(지번) 상계동 733-1
",37.6533428,127.0596249
586,디저트식탁,4.4,62,https://place.map.kakao.com/1927286862,"
서울 노원구 상계로1길 14-29 2층
(지번) 상계동 602-8
",37.6572666,127.0618636
587,구석집 노원1호점,3.8,20,https://place.map.kakao.com/1674479148,"
서울 노원구 상계로1길 62-10 1층
(지번) 상계동 581-53
",37.6587275,127.0619109
588,참치박사 2호점,4.6,6,https://place.map.kakao.com/10771043,"
서울 노원구 노해로81길 12-33
(지번) 상계2동 332-4
",37.6557166,127.0636511
589,신닭발닭날개,4.9,32,https://place.map.kakao.com/25160901,"
서울 노원구 상계로3길 38-4 101호
(지번) 상계동 592-2
",37.6577282,127.0628087
590,문지원의 열정스시,3.8,24,https://place.map.kakao.com/1179763443,"
서울 노원구 한글비석로 459 한보빌딩 1층
(지번) 상계동 449-8
",37.6548036,127.0570076
591,명동칼국수,2.5,23,https://place.map.kakao.com/1351485177,"
서울 노원구 상계로 93 경일빌딩 1층
(지번) 상계동 349-51
",37.659116,127.0706964
592,절구시래기 직영1호점,3.5,3,https://place.map.kakao.com/2070031976,"
서울 노원구 동일로242길 123
(지번) 상계동 1002-2
",37.6748356,127.0615132
593,산채향,2.6,1,https://place.map.kakao.com/1799582622,"
서울 노원구 노해로77길 22 2층
(지번) 상계동 711-9
",37.655157,127.0593402
594,다이브인브레드,4.9,27,https://place.map.kakao.com/1866260073,"
서울 노원구 한글비석로29길 31
(지번) 상계동 389-607
",37.6603537,127.0695113
595,삼시세끼 고기밥상 수락점,5.0,14,https://place.map.kakao.com/414125070,"
서울 노원구 동일로242길 17 2층
(지번) 상계동 1120-1
",37.67574949999999,127.0564707
596,춘천골닭갈비,4.1,16,https://place.map.kakao.com/21237293,"
서울 노원구 상계로 90
(지번) 상계동 341-7
",37.6563949,127.0647747
597,투썸플레이스 수락산역점,3.0,7,https://place.map.kakao.com/538398876,"
서울 노원구 동일로243길 13 1층
(지번) 상계동 1132-63
",37.6781781,127.054371
598,수락산풍천장어,3.5,122,https://place.map.kakao.com/1786457675,"
서울 노원구 동일로242길 48 다온빌딩 1층
(지번) 상계동 1008-20
",37.674719,127.0577409
599,다마식당 노원점,3.0,68,https://place.map.kakao.com/22079801,"
서울 노원구 상계로5길 31 보광빌딩 1층
(지번) 상계동 594-2
",37.6567871,127.0629826
600,광고온고을,3.2,8,https://place.map.kakao.com/16472635,"
서울 노원구 동일로 1065
(지번) 공릉동 398-5
",37.6251555,127.0727949
601,광고소문난기사식당,3.6,18,https://place.map.kakao.com/16268498,"
서울 노원구 동일로192길 30
(지번) 공릉동 393-5
",37.6260595,127.0750086
602,라라브레드 공릉점,3.8,364,https://place.map.kakao.com/872257394,"
서울 노원구 공릉로41길 32
(지번) 공릉동 350-24
",37.6248229,127.0778368
603,경복식당,4.6,131,https://place.map.kakao.com/16414503,"
서울 노원구 공릉로39길 10
(지번) 공릉동 740
",37.6238783,127.0789484
604,공릉본점닭한마리 본점,3.9,76,https://place.map.kakao.com/20553565,"
서울 노원구 동일로 1020
(지번) 공릉동 577-10
",37.62114450000001,127.0747999
605,제일콩집,3.5,82,https://place.map.kakao.com/8083654,"
서울 노원구 동일로174길 37-8
(지번) 공릉동 633-18
",37.6194809,127.0776354
606,에그머니,4.3,159,https://place.map.kakao.com/1826529353,"
서울 노원구 화랑로 421
(지번) 공릉동 683-14
",37.6174205,127.0743329
607,쪼매매운떡볶이 공릉점,4.5,120,https://place.map.kakao.com/16703995,"
서울 노원구 공릉로 208
(지번) 공릉동 208-18
",37.628258,127.0777683
608,소문난멸치국수,3.3,84,https://place.map.kakao.com/13305804,"
서울 노원구 동일로173가길 81
(지번) 공릉동 571-16
",37.6218439,127.0724044
609,경회루,3.8,49,https://place.map.kakao.com/18722630,"
서울 노원구 동일로 1005 지하1층
(지번) 공릉동 597-17
",37.6198888,127.0744983
610,기찻길풍경야채곱창,3.1,147,https://place.map.kakao.com/1137642618,"
서울 노원구 공릉로39길 21 1층
(지번) 공릉동 351-1
",37.6235396,127.0782706
611,원조이모네연탄불곱창,2.3,59,https://place.map.kakao.com/21412672,"
서울 노원구 동일로192길 46
(지번) 공릉동 392-2
",37.626482,127.0755743
612,상상과자점,3.9,93,https://place.map.kakao.com/1571140539,"
서울 노원구 동일로186길 77-7
(지번) 공릉동 504-15
",37.6257193,127.0770134
613,아소코 공릉점,3.3,54,https://place.map.kakao.com/2013086833,"
서울 노원구 동일로184길 53 1층
(지번) 공릉동 509-41
",37.6245824,127.0765834
614,참만나,4.3,21,https://place.map.kakao.com/20749857,"
서울 노원구 화랑로 443 디벨리움 3층
(지번) 공릉동 670-7
",37.6183099,127.0765239
615,핏짜굽는언니 공릉점,3.1,58,https://place.map.kakao.com/21525800,"
서울 노원구 동일로198길 58 1층
(지번) 공릉동 431-4
",37.6294451,127.074714
616,따미커피,4.7,16,https://place.map.kakao.com/818423534,"
서울 노원구 공릉로 120
(지번) 공릉동 644-24
",37.6206095,127.0785096
617,던모스,2.7,134,https://place.map.kakao.com/1520080778,"
서울 노원구 공릉로27길 8 1층
(지번) 공릉동 320-107
",37.6236045,127.0779443
618,바네하임,3.7,6,https://place.map.kakao.com/16999919,"
서울 노원구 공릉로32길 54 고려빌딩 1층
(지번) 공릉2동 240-19
",37.6216698,127.0820557
619,카페드미셸,2.5,56,https://place.map.kakao.com/990866386,"
서울 노원구 화랑로 441 미라쉘 1,2층
(지번) 공릉동 670-25
",37.6182324,127.0763006
620,스타벅스 공릉DT점,3.0,45,https://place.map.kakao.com/1826125340,"
서울 노원구 동일로 1015
(지번) 공릉동 597-34
",37.6206884,127.0743116
621,표준커피,4.5,68,https://place.map.kakao.com/153487369,"
서울 노원구 공릉로 119-5 이지스퀘어 1층
(지번) 공릉동 589-21
",37.6210059,127.0781524
622,멍텅구리즉석떡볶이 공릉점,2.5,74,https://place.map.kakao.com/27515257,"
서울 노원구 공릉로51길 14-2
(지번) 공릉동 439-2
",37.628831,127.0763745
623,(주)태릉풍천장어,2.2,26,https://place.map.kakao.com/1653381358,"
서울 노원구 화랑로 457
(지번) 공릉동 661-7
",37.61871319999999,127.0778613
624,무드쉐어,3.9,62,https://place.map.kakao.com/1338966452,"
서울 노원구 공릉로 119-23 1층 101호
(지번) 공릉동 589-16
",37.6214868,127.0778938
625,공릉동도깨비,3.6,63,https://place.map.kakao.com/1675562479,"
서울 노원구 동일로178길 14
(지번) 공릉동 593-3
",37.6210478,127.0754524
626,경성초밥,4.6,58,https://place.map.kakao.com/1169910256,"
서울 노원구 공릉로 119-5
(지번) 공릉동 589-21
",37.6210059,127.0781524
627,동학,4.4,33,https://place.map.kakao.com/16329163,"
서울 노원구 공릉로51길 6 1층
(지번) 공릉동 439-15
",37.6289979,127.0765175
628,위플랜트위커피,3.4,134,https://place.map.kakao.com/206091656,"
서울 노원구 동일로178길 59-39 2층
(지번) 공릉동 587-1
",37.6227597,127.0776255
629,일상다반,2.8,93,https://place.map.kakao.com/27325995,"
서울 노원구 동일로186길 77-17
(지번) 공릉동 504-28
",37.626126,127.0768215
630,플랫커피,3.4,57,https://place.map.kakao.com/975733166,"
서울 노원구 공릉로39길 20 1층
(지번) 공릉동 349-8
",37.6238012,127.0783025
631,횡성한우정육백화점,4.4,68,https://place.map.kakao.com/20746565,"
서울 노원구 공릉로 162
(지번) 공릉동 345-1
",37.6242161,127.0797474
632,화로상회 공릉점,4.6,39,https://place.map.kakao.com/1677550004,"
서울 노원구 공릉로46길 6 현대프라자 1층 111호
(지번) 공릉동 421-19
",37.5221501,126.9067833
633,아너카페,4.3,42,https://place.map.kakao.com/104777847,"
서울 노원구 동일로192다길 9
(지번) 공릉동 389-12
",37.62738119999999,127.0760299
634,스타벅스 공릉역,3.3,18,https://place.map.kakao.com/799469641,"
서울 노원구 동일로 1081
(지번) 공릉동 379-27
",37.626337,127.0722523
635,파브커피,4.0,91,https://place.map.kakao.com/394316415,"
서울 노원구 동일로186길 76 1층
(지번) 공릉동 506-29
",37.6253194,127.0771452
636,청교옥,4.2,8,https://place.map.kakao.com/88388237,"
서울 노원구 공릉로 225 1층
(지번) 공릉동 438-2
",37.6293475,127.0765177
637,오피셜커피,3.8,100,https://place.map.kakao.com/82447262,"
서울 노원구 동일로184길 69-7 1층 101호
(지번) 공릉동 506-34
",37.6248988,127.0772887
638,국민소곱창 공릉점,4.0,74,https://place.map.kakao.com/2140415713,"
서울 노원구 동일로192길 88 오성빌딩 1층
(지번) 공릉동 441-26
",37.65324810000001,127.0709302
639,생선까시,3.1,19,https://place.map.kakao.com/1674504332,"
서울 노원구 동일로191가길 22 1층
(지번) 공릉동 379-25
",37.6259402,127.0714064
640,오름제주고기 본점,2.8,87,https://place.map.kakao.com/903435269,"
서울 노원구 동일로192길 85
(지번) 공릉동 441-136
",37.6276162,127.0773808
641,본참치 태릉직영점,0.0,29,https://place.map.kakao.com/181738557,"
서울 노원구 동일로174길 7 1층
(지번) 공릉동 617-18
",37.618866,127.0758567
642,공릉회수산,3.8,9,https://place.map.kakao.com/16906339,"
서울 노원구 공릉로 179
(지번) 공릉동 408-8
",37.6258001,127.0796271
643,르번미 태릉점,3.3,49,https://place.map.kakao.com/1010932244,"
서울 노원구 동일로 986 프레미어스엠코 102동 128호
(지번) 공릉동 670-20
",37.6181739,127.0759592
644,네코정,3.5,37,https://place.map.kakao.com/1422521863,"
서울 노원구 동일로192길 77 동신아파트 104동 상가 2층
(지번) 공릉동 745
",37.627606,127.077609
645,에슬로우커피 공릉점,4.4,13,https://place.map.kakao.com/27229512,"
서울 노원구 노원로 3 우토파크프라자 1층
(지번) 공릉동 90-4
",37.6218823,127.0865752
646,테르미니,3.6,4,https://place.map.kakao.com/26025273,"
서울 노원구 화랑로53길 12
(지번) 공릉동 27-20
",37.6263935,127.0941307
